id,source,annotator,text,tokens,ac,ap,conf,ipv,link,keyword,date
3268,simulation_non_ipv,krn,आईमाई लाई पैसाले पूरन कसैले पनि सक्दैन र सुख दुख सहनु पर्छ ।,"['आईमाई', 'लाई', 'पैसाले', 'पूरन', 'कसैले', 'पनि', 'सक्दैन', 'र', 'सुख', 'दुख', 'सहनु', 'पर्छ', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",6,0,,,
3269,simulation_non_ipv,krn,म सचिनै तलाई राम्रो मान्दिन ।,"['म', 'सचिनै', 'तलाई', 'राम्रो', 'मान्दिन', '।']","['O', 'O', 'O', 'O', 'O', 'O']","['_', '_', '_', '_', '_', '_']",5,0,,,
3270,simulation_non_ipv,krn,त एक नर्गमा बास गर्ने राक्षेस् होस्। ।,"['त', 'एक', 'नर्गमा', 'बास', 'गर्ने', 'राक्षेस्', 'होस्।', '।']","['O', 'O', 'O', 'O', 'O', 'B-profanity', 'O', 'O']","['_', '_', '_', '_', '_', '0', '_', '_']",5,0,,,
3271,simulation_non_ipv,krn,"जे भए पनि , त एक भालु , रन्डी जस्तै देखिन्छस। ।","['जे', 'भए', 'पनि', ',', 'त', 'एक', 'भालु', ',', 'रन्डी', 'जस्तै', 'देखिन्छस।', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'B-profanity', 'I-profanity', 'I-profanity', 'O', 'O', 'O']","['_', '_', '_', '_', '_', '_', '0', '0', '0', '_', '_', '_']",4,0,,,
3272,simulation_non_ipv,krn,तँ को होस् चिक्नी जाठिनी . . . . ?,"['तँ', 'को', 'होस्', 'चिक्नी', 'जाठिनी', '.', '.', '.', '.', '?']","['O', 'O', 'O', 'B-profanity', 'I-profanity', 'O', 'O', 'O', 'O', 'O']","['_', '_', '_', '0', '0', '_', '_', '_', '_', '_']",5,0,,,
3273,simulation_non_ipv,krn,यस्तो लाई पो साहासी भन्दा रहेछन नि थाहा थिएन छक्क परे। ।,"['यस्तो', 'लाई', 'पो', 'साहासी', 'भन्दा', 'रहेछन', 'नि', 'थाहा', 'थिएन', 'छक्क', 'परे।', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",9,0,,,
3274,simulation_non_ipv,krn,के के न गरेको छु भन्ने होला। ।,"['के', 'के', 'न', 'गरेको', 'छु', 'भन्ने', 'होला।', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['_', '_', '_', '_', '_', '_', '_', '_']",1,0,,,
3276,simulation_non_ipv,krn,अब देश मा राप्रपा हलो मा भोट सबै को जय होस राप्रपा राजतन्त्र जय नेपाल |,"['अब', 'देश', 'मा', 'राप्रपा', 'हलो', 'मा', 'भोट', 'सबै', 'को', 'जय', 'होस', 'राप्रपा', 'राजतन्त्र', 'जय', 'नेपाल', '|']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",1,0,,,
3277,simulation_non_ipv,krn,अब हलो ले गर्छ देशको भलो . . . . हलो मा भोट हाल्यौ |,"['अब', 'हलो', 'ले', 'गर्छ', 'देशको', 'भलो', '.', '.', '.', '.', 'हलो', 'मा', 'भोट', 'हाल्यौ', '|']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",1,0,,,
3278,simulation_non_ipv,krn,भ्रष्ट नेता र तीन्का काला कर्तुत लाई आन्दोलन ले हुदैन अब चुनावमा नै हराउन हलोमा भोट। ।,"['भ्रष्ट', 'नेता', 'र', 'तीन्का', 'काला', 'कर्तुत', 'लाई', 'आन्दोलन', 'ले', 'हुदैन', 'अब', 'चुनावमा', 'नै', 'हराउन', 'हलोमा', 'भोट।', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",_,0,,,
3279,simulation_non_ipv,krn,यो आउने चुनाव मा धेरै काङ्ग्रेसको भोट राप्रपा मा जानेवाला छ। ।,"['यो', 'आउने', 'चुनाव', 'मा', 'धेरै', 'काङ्ग्रेसको', 'भोट', 'राप्रपा', 'मा', 'जानेवाला', 'छ।', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",1,0,,,
3281,simulation_non_ipv,krn,केपि बा उखान टुक्रा छाेड्नुस एक्लै जितेर देखाउनुस न ल |,"['केपि', 'बा', 'उखान', 'टुक्रा', 'छाेड्नुस', 'एक्लै', 'जितेर', 'देखाउनुस', 'न', 'ल', '|']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",1,0,,,
3282,simulation_non_ipv,krn,अब नेपालकाे काङ्रेस पनि भारतमा काङ्रेससाईकाे अबस्था जस्ताे हुनेछ |,"['अब', 'नेपालकाे', 'काङ्रेस', 'पनि', 'भारतमा', 'काङ्रेससाईकाे', 'अबस्था', 'जस्ताे', 'हुनेछ', '|']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",1,0,,,
3283,simulation_non_ipv,krn,बिचरा काँग्रेस ! ! ! !,"['बिचरा', 'काँग्रेस', '!', '!', '!', '!']","['O', 'O', 'O', 'O', 'O', 'O']","['_', '_', '_', '_', '_', '_']",1,0,,,
3284,simulation_non_ipv,krn,"आतंककारी संग गठबन्धन , अब नागरिक ले सोध्नेछन , तिम्रो सिद्धान्त के हो ?","['आतंककारी', 'संग', 'गठबन्धन', ',', 'अब', 'नागरिक', 'ले', 'सोध्नेछन', ',', 'तिम्रो', 'सिद्धान्त', 'के', 'हो', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",1,0,,,
3285,simulation_non_ipv,krn,आदो देउबा कै कारन पाटिलाएए दल दल मा लगेको जय नेपाल |,"['आदो', 'देउबा', 'कै', 'कारन', 'पाटिलाएए', 'दल', 'दल', 'मा', 'लगेको', 'जय', 'नेपाल', '|']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",1,0,,,
3288,simulation_non_ipv,krn,तालमेलेअ गर्यो भने काङ्ग्रेस हार्छ |,"['तालमेलेअ', 'गर्यो', 'भने', 'काङ्ग्रेस', 'हार्छ', '|']","['O', 'O', 'O', 'O', 'O', 'O']","['_', '_', '_', '_', '_', '_']",1,0,,,
3289,simulation_non_ipv,krn,जनतामाथि गद्दारि नगरेकाे भए |,"['जनतामाथि', 'गद्दारि', 'नगरेकाे', 'भए', '|']","['O', 'O', 'O', 'O', 'O']","['_', '_', '_', '_', '_']",1,0,,,
3290,simulation_non_ipv,krn,कामको भिजन भन्दा दोहोरी धेरै भयो केपी बा |,"['कामको', 'भिजन', 'भन्दा', 'दोहोरी', 'धेरै', 'भयो', 'केपी', 'बा', '|']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['_', '_', '_', '_', '_', '_', '_', '_', '_']",1,0,,,
3291,simulation_non_ipv,krn,राजा ले देश लुटेर राजा फालिएको होइन रहिछ ।,"['राजा', 'ले', 'देश', 'लुटेर', 'राजा', 'फालिएको', 'होइन', 'रहिछ', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['_', '_', '_', '_', '_', '_', '_', '_', '_']",1,0,,,
3292,simulation_non_ipv,krn,देश लुट्न नपाएर चै राजा फालीए को रहेछ तितो सत्ते jai Nepal |,"['देश', 'लुट्न', 'नपाएर', 'चै', 'राजा', 'फालीए', 'को', 'रहेछ', 'तितो', 'सत्ते', 'jai', 'Nepal', '|']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",1,0,,,
3294,simulation_non_ipv,krn,छि छि छि ! इ अप्राधिहरुले जति भुकेपनी चुनाब जित्ने होइनन !,"['छि', 'छि', 'छि', '!', 'इ', 'अप्राधिहरुले', 'जति', 'भुकेपनी', 'चुनाब', 'जित्ने', 'होइनन', '!']","['O', 'O', 'O', 'O', 'O', 'B-profanity', 'O', 'O', 'O', 'O', 'O', 'O']","['_', '_', '_', '_', '_', '0', '_', '_', '_', '_', '_', '_']",1,0,,,
3295,simulation_non_ipv,krn,ल देख्नु भयाे हाेईन सबैले बास्तबमा ?,"['ल', 'देख्नु', 'भयाे', 'हाेईन', 'सबैले', 'बास्तबमा', '?']","['O', 'O', 'O', 'O', 'O', 'O', 'O']","['_', '_', '_', '_', '_', '_', '_']",1,0,,,
3296,simulation_non_ipv,krn,फटा हरु देश लुटेर देेश कसरिबनउ भनु छईन |,"['फटा', 'हरु', 'देश', 'लुटेर', 'देेश', 'कसरिबनउ', 'भनु', 'छईन', '|']","['B-profanity', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['0', '_', '_', '_', '_', '_', '_', '_', '_']",1,0,,,
3297,simulation_non_ipv,krn,छोराको नाईके अच्या भ्राह्ट्चारी शेरेले कुरा बुझेछ |,"['छोराको', 'नाईके', 'अच्या', 'भ्राह्ट्चारी', 'शेरेले', 'कुरा', 'बुझेछ', '|']","['O', 'O', 'O', 'B-profanity', 'O', 'O', 'O', 'O']","['_', '_', '_', '0', '_', '_', '_', '_']",1,0,,,
3299,simulation_non_ipv,krn,भोट हलो मा आऊने पक्का भयो |,"['भोट', 'हलो', 'मा', 'आऊने', 'पक्का', 'भयो', '|']","['O', 'O', 'O', 'O', 'O', 'O', 'O']","['_', '_', '_', '_', '_', '_', '_']",1,0,,,
3300,simulation_non_ipv,krn,Chor netaharu gauma aulas |,"['Chor', 'netaharu', 'gauma', 'aulas', '|']","['B-profanity', 'O', 'O', 'O', 'O']","['0', '_', '_', '_', '_']",1,0,,,
3301,simulation_non_ipv,krn,भोट बेचुवा धन चाहियो देश र जानता इमान खोइ खाउरेस |,"['भोट', 'बेचुवा', 'धन', 'चाहियो', 'देश', 'र', 'जानता', 'इमान', 'खोइ', 'खाउरेस', '|']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",1,0,,,
3302,simulation_non_ipv,krn,"दलालि हो आउलास भोट माग्न , |","['दलालि', 'हो', 'आउलास', 'भोट', 'माग्न', ',', '|']","['B-profanity', 'O', 'O', 'O', 'O', 'O', 'O']","['0', '_', '_', '_', '_', '_', '_']",1,0,,,
3303,simulation_non_ipv,krn,उखान टुक्का बाजे र बाेल्न नजान्ने काजि रहेछन |,"['उखान', 'टुक्का', 'बाजे', 'र', 'बाेल्न', 'नजान्ने', 'काजि', 'रहेछन', '|']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['_', '_', '_', '_', '_', '_', '_', '_', '_']",1,0,,,
3304,simulation_non_ipv,krn,दलाल भगाउ देश बचाउ |,"['दलाल', 'भगाउ', 'देश', 'बचाउ', '|']","['B-profanity', 'O', 'O', 'O', 'O']","['0', '_', '_', '_', '_']",1,0,,,
3306,simulation_non_ipv,krn,एस्ता देउआलाइ कोले दिन्छ भोट |,"['एस्ता', 'देउआलाइ', 'कोले', 'दिन्छ', 'भोट', '|']","['O', 'O', 'O', 'O', 'O', 'O']","['_', '_', '_', '_', '_', '_']",1,0,,,
3307,simulation_non_ipv,krn,तुलाराज भन्छन मैले उनलाई चिन्छु दमाई हुन पोई छैनान उनीसंग सम्बन्ध पनि छ |,"['तुलाराज', 'भन्छन', 'मैले', 'उनलाई', 'चिन्छु', 'दमाई', 'हुन', 'पोई', 'छैनान', 'उनीसंग', 'सम्बन्ध', 'पनि', 'छ', '|']","['O', 'O', 'O', 'O', 'O', 'B-ethnic_violence', 'I-ethnic_violence', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['_', '_', '_', '_', '_', '0', '0', '_', '_', '_', '_', '_', '_', '_']",8,0,,,
3308,simulation_non_ipv,krn,तुला ब.बिष्ट सांसद त लाटो देशको गाडो नेता जस्तै रहेछ अनि के कर्णालिको विकास हुनु। ।,"['तुला', 'ब.बिष्ट', 'सांसद', 'त', 'लाटो', 'देशको', 'गाडो', 'नेता', 'जस्तै', 'रहेछ', 'अनि', 'के', 'कर्णालिको', 'विकास', 'हुनु।', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",8,0,,,
3310,simulation_non_ipv,krn,सबै नेताहरूले जनताको अगाडि अास मात्रै देखाउने हुन गर्ने केही पनि होइन |,"['सबै', 'नेताहरूले', 'जनताको', 'अगाडि', 'अास', 'मात्रै', 'देखाउने', 'हुन', 'गर्ने', 'केही', 'पनि', 'होइन', '|']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",9,0,,,
3311,simulation_non_ipv,krn,यो कालो टोपि लाउने नेता चाहि फोकटमा नेता भएछ गोरु लठ्ठक |,"['यो', 'कालो', 'टोपि', 'लाउने', 'नेता', 'चाहि', 'फोकटमा', 'नेता', 'भएछ', 'गोरु', 'लठ्ठक', '|']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-profanity', 'I-profanity', 'O']","['_', '_', '_', '_', '_', '_', '_', '_', '_', '0', '0', '_']",1,0,,,
3312,simulation_non_ipv,krn,"कस्तो अचम्म , 25 दिनको बाटो हिडी खानु पर्ने नुन। ।","['कस्तो', 'अचम्म', ',', '25', 'दिनको', 'बाटो', 'हिडी', 'खानु', 'पर्ने', 'नुन।', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",1,0,,,
3313,simulation_non_ipv,krn,"जितमान राई , हलेसी ९ खोटाङ्ग। हाल कुवेत खरब बाट। । । ।","['जितमान', 'राई', ',', 'हलेसी', '९', 'खोटाङ्ग।', 'हाल', 'कुवेत', 'खरब', 'बाट।', '।', '।', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",1,0,,,
3314,simulation_non_ipv,krn,हाम्रो देश का नेता सभासद हरु भासण मात्र गर्छन तेही हो |,"['हाम्रो', 'देश', 'का', 'नेता', 'सभासद', 'हरु', 'भासण', 'मात्र', 'गर्छन', 'तेही', 'हो', '|']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",1,0,,,
3315,simulation_non_ipv,krn,समस्या नै समस्याले झेलिरहेको जिल्लाहरु |,"['समस्या', 'नै', 'समस्याले', 'झेलिरहेको', 'जिल्लाहरु', '|']","['O', 'O', 'O', 'O', 'O', 'O']","['_', '_', '_', '_', '_', '_']",1,0,,,
3316,simulation_non_ipv,krn,अब बिजुलि गाडि वा बाइकलाई एक आकर्षक विकल्प बनाउन जोड गर्नु पर्छ सरकारले। ।,"['अब', 'बिजुलि', 'गाडि', 'वा', 'बाइकलाई', 'एक', 'आकर्षक', 'विकल्प', 'बनाउन', 'जोड', 'गर्नु', 'पर्छ', 'सरकारले।', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",1,0,,,
3317,simulation_non_ipv,krn,ढिला आयो तर बल्ल अलि अलि बुद्धि आयो नेपाल सरकार को |,"['ढिला', 'आयो', 'तर', 'बल्ल', 'अलि', 'अलि', 'बुद्धि', 'आयो', 'नेपाल', 'सरकार', 'को', '|']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",1,0,,,
3318,simulation_non_ipv,krn,तिम्रो फोन नउठाउने बानी सुधार न ल |,"['तिम्रो', 'फोन', 'नउठाउने', 'बानी', 'सुधार', 'न', 'ल', '|']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['_', '_', '_', '_', '_', '_', '_', '_']",5,0,,,
3319,simulation_non_ipv,krn,तपाई कता बस्नु हुन्छ ?,"['तपाई', 'कता', 'बस्नु', 'हुन्छ', '?']","['O', 'O', 'O', 'O', 'O']","['_', '_', '_', '_', '_']",6,0,,,
3321,simulation_non_ipv,krn,तपाइको घर कता हो ?,"['तपाइको', 'घर', 'कता', 'हो', '?']","['O', 'O', 'O', 'O', 'O']","['_', '_', '_', '_', '_']",5,0,,,
3322,simulation_non_ipv,krn,तपाइको खबर के छ ?,"['तपाइको', 'खबर', 'के', 'छ', '?']","['O', 'O', 'O', 'O', 'O']","['_', '_', '_', '_', '_']",5,0,,,
3323,simulation_non_ipv,krn,सन्चै हुनुहुन्छ ?,"['सन्चै', 'हुनुहुन्छ', '?']","['O', 'O', 'O']","['_', '_', '_']",8,0,,,
3324,simulation_non_ipv,krn,म लगनखेलमा बस्छु |,"['म', 'लगनखेलमा', 'बस्छु', '|']","['O', 'O', 'O', 'O']","['_', '_', '_', '_']",8,0,,,
3325,simulation_non_ipv,krn,मेरो घर काभ्रे हो |,"['मेरो', 'घर', 'काभ्रे', 'हो', '|']","['O', 'O', 'O', 'O', 'O']","['_', '_', '_', '_', '_']",7,0,,,
3326,simulation_non_ipv,krn,म सन्चै छु तपाइको के छ |,"['म', 'सन्चै', 'छु', 'तपाइको', 'के', 'छ', '|']","['O', 'O', 'O', 'O', 'O', 'O', 'O']","['_', '_', '_', '_', '_', '_', '_']",8,0,,,
3327,simulation_non_ipv,krn,तिमीलाई कपाल खोलेको राम्रो देखिन्छ |,"['तिमीलाई', 'कपाल', 'खोलेको', 'राम्रो', 'देखिन्छ', '|']","['O', 'O', 'O', 'O', 'O', 'O']","['_', '_', '_', '_', '_', '_']",5,0,,,
3328,simulation_non_ipv,krn,हामी viberमा join हुम्ना ल |,"['हामी', 'viberमा', 'join', 'हुम्ना', 'ल', '|']","['O', 'O', 'O', 'O', 'O', 'O']","['_', '_', '_', '_', '_', '_']",5,0,,,
3329,simulation_non_ipv,krn,म तिमीलाई भिडियो कल गर्छु ल |,"['म', 'तिमीलाई', 'भिडियो', 'कल', 'गर्छु', 'ल', '|']","['O', 'O', 'O', 'O', 'O', 'O', 'O']","['_', '_', '_', '_', '_', '_', '_']",4,0,,,
3330,simulation_non_ipv,krn,तर नियत चै अलिक खराब नै होकि जस्तो लाग्यो |,"['तर', 'नियत', 'चै', 'अलिक', 'खराब', 'नै', 'होकि', 'जस्तो', 'लाग्यो', '|']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",9,0,,,
3332,simulation_non_ipv,krn,जीउ ज्यान नै खतरामा रहेछ पैसा को आरोप पनि रहेछ |,"['जीउ', 'ज्यान', 'नै', 'खतरामा', 'रहेछ', 'पैसा', 'को', 'आरोप', 'पनि', 'रहेछ', '|']","['B-physical_threat', 'I-physical_threat', 'I-physical_threat', 'I-physical_threat', 'I-physical_threat', 'O', 'O', 'O', 'O', 'O', 'O']","['0', '0', '0', '0', '0', '_', '_', '_', '_', '_', '_']",1,0,,,
3333,simulation_non_ipv,krn,नक्कली रहिछ यो आइमाई |,"['नक्कली', 'रहिछ', 'यो', 'आइमाई', '|']","['B-profanity', 'I-profanity', 'O', 'O', 'O']","['0', '0', '_', '_', '_']",5,0,,,
3334,simulation_non_ipv,krn,नकचरी आइमाई के हो पारा तेरो |,"['नकचरी', 'आइमाई', 'के', 'हो', 'पारा', 'तेरो', '|']","['B-profanity', 'I-profanity', 'O', 'O', 'O', 'O', 'O']","['0', '0', '_', '_', '_', '_', '_']",5,0,,,
3335,simulation_non_ipv,krn,के छ हो दुई मुखे आइमाई |,"['के', 'छ', 'हो', 'दुई', 'मुखे', 'आइमाई', '|']","['O', 'O', 'O', 'B-profanity', 'I-profanity', 'I-profanity', 'O']","['_', '_', '_', '0', '0', '0', '_']",5,0,,,
3336,simulation_non_ipv,krn,कति नाटक यो केटीको |,"['कति', 'नाटक', 'यो', 'केटीको', '|']","['O', 'O', 'O', 'O', 'O']","['_', '_', '_', '_', '_']",8,0,,,
3337,simulation_non_ipv,krn,यो आइमाई चटक गर्दै छे |,"['यो', 'आइमाई', 'चटक', 'गर्दै', 'छे', '|']","['O', 'O', 'O', 'O', 'O', 'O']","['_', '_', '_', '_', '_', '_']",5,0,,,
3338,simulation_non_ipv,krn,भयो मुजी आइमाई कुरा नगर |,"['भयो', 'मुजी', 'आइमाई', 'कुरा', 'नगर', '|']","['O', 'B-profanity', 'O', 'O', 'O', 'O']","['_', '0', '_', '_', '_', '_']",5,0,,,
3339,simulation_non_ipv,krn,यो आइमाई नि नेपाली कांग्रेसको झोल हुनुपर्छ |,"['यो', 'आइमाई', 'नि', 'नेपाली', 'कांग्रेसको', 'झोल', 'हुनुपर्छ', '|']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['_', '_', '_', '_', '_', '_', '_', '_']",8,0,,,
3340,simulation_non_ipv,krn,घमण्डी आइमाई | एकपटक पोइला गैकी आइमाई र प्रचण्ड मलाई उस्तै लाग्छ |,"['घमण्डी', 'आइमाई', '|', 'एकपटक', 'पोइला', 'गैकी', 'आइमाई', 'र', 'प्रचण्ड', 'मलाई', 'उस्तै', 'लाग्छ', '|']","['B-profanity', 'I-profanity', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['0', '0', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",9,0,,,
3341,simulation_non_ipv,krn,एकपटक पोइला गैकी आइमाई र प्रचण्ड मलाई उस्तै लाग्छ |,"['एकपटक', 'पोइला', 'गैकी', 'आइमाई', 'र', 'प्रचण्ड', 'मलाई', 'उस्तै', 'लाग्छ', '|']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",1,0,,,
3343,simulation_non_ipv,krn,केटि जातै बैगुनी हो रे |,"['केटि', 'जातै', 'बैगुनी', 'हो', 'रे', '|']","['B-sexism', 'I-sexism', 'O', 'O', 'O', 'O']","['0', '0', '_', '_', '_', '_']",9,0,,,
3344,simulation_non_ipv,krn,एक नम्बर कै बोका हो आइमाई भनेसी पहिलै देखिको |,"['एक', 'नम्बर', 'कै', 'बोका', 'हो', 'आइमाई', 'भनेसी', 'पहिलै', 'देखिको', '|']","['O', 'O', 'O', 'B-profanity', 'O', 'O', 'O', 'O', 'O', 'O']","['_', '_', '_', '0', '_', '_', '_', '_', '_', '_']",1,0,,,
3345,simulation_non_ipv,krn,यस्ता आइमाईलाई त कसम जिन्दगी ठोकाउदीन भन्ने गरि ठोक्न पर्छ |,"['यस्ता', 'आइमाईलाई', 'त', 'कसम', 'जिन्दगी', 'ठोकाउदीन', 'भन्ने', 'गरि', 'ठोक्न', 'पर्छ', '|']","['O', 'O', 'O', 'O', 'O', 'B-physical_threat', 'I-physical_threat', 'I-physical_threat', 'I-physical_threat', 'I-physical_threat', 'O']","['_', '_', '_', '_', '_', '0', '0', '0', '0', '0', '_']",5,0,,,
3346,simulation_non_ipv,krn,आजकलका आइमाई लाटा छैनन् |,"['आजकलका', 'आइमाई', 'लाटा', 'छैनन्', '|']","['O', 'O', 'O', 'O', 'O']","['_', '_', '_', '_', '_']",9,0,,,
3347,simulation_non_ipv,krn,काम छैन तेरो कुकुर्नी |,"['काम', 'छैन', 'तेरो', 'कुकुर्नी', '|']","['O', 'O', 'O', 'B-profanity', 'O']","['_', '_', '_', '0', '_']",4,0,,,
3348,simulation_non_ipv,krn,यो अाइमाई। लाई त ठागी मुध्दामा जेल हाल्नु पर्छा। ।,"['यो', 'अाइमाई।', 'लाई', 'त', 'ठागी', 'मुध्दामा', 'जेल', 'हाल्नु', 'पर्छा।', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",5,0,,,
3349,simulation_non_ipv,krn,पुरुषलाई अलिकति केही भयो भनि कानुन महिला ले चहि जे गर्दा हुने के हो |,"['पुरुषलाई', 'अलिकति', 'केही', 'भयो', 'भनि', 'कानुन', 'महिला', 'ले', 'चहि', 'जे', 'गर्दा', 'हुने', 'के', 'हो', '|']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_', '_']",1,0,,,
3350,simulation_non_ipv,krn,यो सबै हावा कुरा मात्र हो। ।,"['यो', 'सबै', 'हावा', 'कुरा', 'मात्र', 'हो।', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O']","['_', '_', '_', '_', '_', '_', '_']",1,0,,,
3351,simulation_non_ipv,krn,मैले मोबाइल किनेर ठिकै गरेछु ।,"['मैले', 'मोबाइल', 'किनेर', 'ठिकै', 'गरेछु', '।']","['O', 'O', 'O', 'O', 'O', 'O']","['_', '_', '_', '_', '_', '_']",1,0,,,
3354,simulation_non_ipv,krn,मजाले टाइमपास हुन्छ ।,"['मजाले', 'टाइमपास', 'हुन्छ', '।']","['O', 'O', 'O', 'O']","['_', '_', '_', '_']",1,0,,,
3355,simulation_non_ipv,krn,कति घिन्लाग्दो आइमाई |,"['कति', 'घिन्लाग्दो', 'आइमाई', '|']","['O', 'B-profanity', 'I-profanity', 'O']","['_', '0', '0', '_']",5,0,,,
3356,simulation_non_ipv,krn,लाज पचेको आईमाई कति जनालाई फसाउछेस ? ? ? छ्या छ्या |,"['लाज', 'पचेको', 'आईमाई', 'कति', 'जनालाई', 'फसाउछेस', '?', '?', '?', 'छ्या', 'छ्या', '|']","['B-profanity', 'I-profanity', 'I-profanity', 'B-character_assasination', 'I-character_assasination', 'I-character_assasination', 'O', 'O', 'O', 'O', 'O', 'O']","['0', '0', '0', '0', '0', '0', '_', '_', '_', '_', '_', '_']",5,0,,,
3357,simulation_non_ipv,krn,Samaj bigar ne khookuri le kaatnu perx |,"['Samaj', 'bigar', 'ne', 'khookuri', 'le', 'kaatnu', 'perx', '|']","['O', 'O', 'O', 'B-physical_threat', 'I-physical_threat', 'I-physical_threat', 'I-physical_threat', 'O']","['_', '_', '_', '1', '1', '1', '1', '_']",1,0,,,
